OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
376,200482225,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2099-N017,D1279,THE LAKE PARKLANDS,FOREST LAKE,MAINS POWER,1,152.9653180031307,-27.62524142486961,"{""coordinates"": [152.9653180031307, -27.62524142486961], ""type"": ""Point""}","-27.62524142486961, 152.9653180031307"
377,200482258,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1387-N009,D0463,KALINGA PARK,KALINGA,MAINS POWER,2,153.05159267269107,-27.406011848323693,"{""coordinates"": [153.05159267269107, -27.406011848323693], ""type"": ""Point""}","-27.406011848323693, 153.05159267269107"
378,200482321,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.0346250800039,-27.37621185996172,"{""coordinates"": [153.0346250800039, -27.37621185996172], ""type"": ""Point""}","-27.37621185996172, 153.0346250800039"
379,200482886,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1973-N007,D0175,E. E. MCCASKIE OVAL,KELVIN GROVE,MAINS POWER,1,153.01272563902108,-27.453473636159856,"{""coordinates"": [153.01272563902108, -27.453473636159856], ""type"": ""Point""}","-27.453473636159856, 153.01272563902108"
380,200570337,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1736-N018,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,2,153.0536356295132,-27.469765736215233,"{""coordinates"": [153.0536356295132, -27.469765736215233], ""type"": ""Point""}","-27.469765736215233, 153.0536356295132"
381,200483227,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1954-N002,D0197,BANCROFT PARK,KELVIN GROVE,MAINS POWER,1,153.0057779247942,-27.444095052269446,"{""coordinates"": [153.0057779247942, -27.444095052269446], ""type"": ""Point""}","-27.444095052269446, 153.0057779247942"
382,200483478,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1667-N008,D0616,RAVEN STREET RESERVE,CHERMSIDE WEST,MAINS POWER,2,153.00495971059908,-27.38916218994415,"{""coordinates"": [153.00495971059908, -27.38916218994415], ""type"": ""Point""}","-27.38916218994415, 153.00495971059908"
383,200483656,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0187-N004,D1979,KINTA STREET PARK,KURABY,MAINS POWER,1,153.10279706745004,-27.594959234646097,"{""coordinates"": [153.10279706745004, -27.594959234646097], ""type"": ""Point""}","-27.594959234646097, 153.10279706745004"
384,200483690,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1527-N005,D0398,SHAFTESBURY STREET PARK,TARRAGINDI,MAINS POWER,1,153.04094153150683,-27.518653291672866,"{""coordinates"": [153.04094153150683, -27.518653291672866], ""type"": ""Point""}","-27.518653291672866, 153.04094153150683"
385,200483937,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1622-N011,D0570,C.A.O SULLIVAN PARK,ACACIA RIDGE,MAINS POWER,2,153.02440662480663,-27.586519876321837,"{""coordinates"": [153.02440662480663, -27.586519876321837], ""type"": ""Point""}","-27.586519876321837, 153.02440662480663"
386,200486834,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1768-N003,D0219,JOHN STEWART MEMORIAL PARK,BALD HILLS,MAINS POWER,2,153.00892124691185,-27.32641708365322,"{""coordinates"": [153.00892124691185, -27.32641708365322], ""type"": ""Point""}","-27.32641708365322, 153.00892124691185"
387,200488295,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0596-N001,D1902,THOMAS McBRIDE PARK,PINKENBA,MAINS POWER,1,153.1200422713463,-27.420177725086862,"{""coordinates"": [153.1200422713463, -27.420177725086862], ""type"": ""Point""}","-27.420177725086862, 153.1200422713463"
388,200488376,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0093-N003,D2083,SUNSET PLACE PARK,MCDOWALL,MAINS POWER,1,152.98400176219124,-27.38147334120529,"{""coordinates"": [152.98400176219124, -27.38147334120529], ""type"": ""Point""}","-27.38147334120529, 152.98400176219124"
389,200488466,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2472-N003,D0797,TRANQUIL PARK,SUNNYBANK HILLS,MAINS POWER,1,153.05778158447748,-27.60509223674686,"{""coordinates"": [153.05778158447748, -27.60509223674686], ""type"": ""Point""}","-27.60509223674686, 153.05778158447748"
390,200488548,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0473-N001,D1463,HAMISH STREET PARK,CALAMVALE,MAINS POWER,1,153.04390189415514,-27.619492379262056,"{""coordinates"": [153.04390189415514, -27.619492379262056], ""type"": ""Point""}","-27.619492379262056, 153.04390189415514"
391,200488676,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2457-N002,D0753,JACK PYLE PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0624457989596,-27.602035301161767,"{""coordinates"": [153.0624457989596, -27.602035301161767], ""type"": ""Point""}","-27.602035301161767, 153.0624457989596"
392,200488717,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1976-N003,D0172,ORIEL PARK,ASCOT,MAINS POWER,1,153.05797746446513,-27.42933389905221,"{""coordinates"": [153.05797746446513, -27.42933389905221], ""type"": ""Point""}","-27.42933389905221, 153.05797746446513"
393,200488741,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2018-N014,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,1,152.97361858817834,-27.532768919968113,"{""coordinates"": [152.97361858817834, -27.532768919968113], ""type"": ""Point""}","-27.532768919968113, 152.97361858817834"
394,200489463,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2520-N001,D0774,HEDLEY BARKER PARK,ASPLEY,MAINS POWER,1,153.00891688136937,-27.370223230281056,"{""coordinates"": [153.00891688136937, -27.370223230281056], ""type"": ""Point""}","-27.370223230281056, 153.00891688136937"
395,200489468,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2451-N002,D0759,SHOWGROUND PARK,NUDGEE,MAINS POWER,1,153.0852529303486,-27.36502788385412,"{""coordinates"": [153.0852529303486, -27.36502788385412], ""type"": ""Point""}","-27.36502788385412, 153.0852529303486"
396,200500192,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1590-N008,D0723,CARINDALE RECREATION RESERVE,CARINDALE,MAINS POWER,1,153.10865654802154,-27.49681047518257,"{""coordinates"": [153.10865654802154, -27.49681047518257], ""type"": ""Point""}","-27.49681047518257, 153.10865654802154"
397,200500206,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1708-N001,D0132,FERGUSON PARK (ENOGGERA),ENOGGERA,MAINS POWER,1,152.98632894204871,-27.420618328676472,"{""coordinates"": [152.98632894204871, -27.420618328676472], ""type"": ""Point""}","-27.420618328676472, 152.98632894204871"
398,200500304,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1806-N001,D0016,RILATT PARK,WAVELL HEIGHTS,MAINS POWER,1,153.04798819837785,-27.392154331929042,"{""coordinates"": [153.04798819837785, -27.392154331929042], ""type"": ""Point""}","-27.392154331929042, 153.04798819837785"
399,200500349,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2051-N004,D1230,BOYD TERRACE PARK,BROOKFIELD,MAINS POWER,1,152.9144773653899,-27.50464265215879,"{""coordinates"": [152.9144773653899, -27.50464265215879], ""type"": ""Point""}","-27.50464265215879, 152.9144773653899"
400,200488668,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1655-N004,D0709,ANSTEAD BUSHLAND RESERVE,ANSTEAD,MAINS POWER,2,152.86102497038897,-27.5431962784706,"{""coordinates"": [152.86102497038897, -27.5431962784706], ""type"": ""Point""}","-27.5431962784706, 152.86102497038897"
401,100116432,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2460-N003,D0750,FLAMETREE STREET PARK,BRIDGEMAN DOWNS,MAINS POWER,1,153.0019798725688,-27.348991371987495,"{""coordinates"": [153.0019798725688, -27.348991371987495], ""type"": ""Point""}","-27.348991371987495, 153.0019798725688"
402,100119619,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1761-N001,D0227,MARCHANT PARK,ASPLEY,MAINS POWER,1,153.0298839178965,-27.37786812602791,"{""coordinates"": [153.0298839178965, -27.37786812602791], ""type"": ""Point""}","-27.37786812602791, 153.0298839178965"
403,100119642,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1609-N008,D0635,MCPHERSON PARK,BRACKEN RIDGE,MAINS POWER,2,153.04252404616145,-27.322080267489312,"{""coordinates"": [153.04252404616145, -27.322080267489312], ""type"": ""Point""}","-27.322080267489312, 153.04252404616145"
404,100125836,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2725-N002,D2193,DAINTREE PARK,FITZGIBBON,MAINS POWER,1,153.02987358125642,-27.340945802122476,"{""coordinates"": [153.02987358125642, -27.340945802122476], ""type"": ""Point""}","-27.340945802122476, 153.02987358125642"
405,100132313,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.95809709916134,-27.46712276129198,"{""coordinates"": [152.95809709916134, -27.46712276129198], ""type"": ""Point""}","-27.46712276129198, 152.95809709916134"
406,100135931,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1373-N002,D0467,ANZAC PARK,TOOWONG,MAINS POWER,2,152.98167520760202,-27.479532329667403,"{""coordinates"": [152.98167520760202, -27.479532329667403], ""type"": ""Point""}","-27.479532329667403, 152.98167520760202"
407,100264401,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.97047264758987,-27.472622254155233,"{""coordinates"": [152.97047264758987, -27.472622254155233], ""type"": ""Point""}","-27.472622254155233, 152.97047264758987"
408,100267476,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0228-N011,D2833,MOGGILL DISTRICT SPORT PARK,MOGGILL,MAINS POWER,2,152.86292163577167,-27.58057470793494,"{""coordinates"": [152.86292163577167, -27.58057470793494], ""type"": ""Point""}","-27.58057470793494, 152.86292163577167"
409,100267499,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0228-N010,D2833,MOGGILL DISTRICT SPORT PARK,MOGGILL,MAINS POWER,2,152.8638429309888,-27.57924540302225,"{""coordinates"": [152.8638429309888, -27.57924540302225], ""type"": ""Point""}","-27.57924540302225, 152.8638429309888"
410,100275138,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N003,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.0362795498136,-27.465233705907565,"{""coordinates"": [153.0362795498136, -27.465233705907565], ""type"": ""Point""}","-27.465233705907565, 153.0362795498136"
411,100280023,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1992-N002,D0240,DONNA PHILP PARK,BOONDALL,MAINS POWER,2,153.06521790127542,-27.351393839590642,"{""coordinates"": [153.06521790127542, -27.351393839590642], ""type"": ""Point""}","-27.351393839590642, 153.06521790127542"
412,100280718,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2122-N005,D1213,FOREST LAKE LIONS PARK,FOREST LAKE,MAINS POWER,2,152.95147756003888,-27.605179775514937,"{""coordinates"": [152.95147756003888, -27.605179775514937], ""type"": ""Point""}","-27.605179775514937, 152.95147756003888"
413,100281887,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1788-N004,D0037,HAWTHORNE PARK,HAWTHORNE,MAINS POWER,2,153.06361813144528,-27.46427066535414,"{""coordinates"": [153.06361813144528, -27.46427066535414], ""type"": ""Point""}","-27.46427066535414, 153.06361813144528"
414,100286156,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2788-N002,D2213,PARKINSON RECREATIONAL RESERVE,PARKINSON,MAINS POWER,1,153.02364553387454,-27.629064653093373,"{""coordinates"": [153.02364553387454, -27.629064653093373], ""type"": ""Point""}","-27.629064653093373, 153.02364553387454"
415,100286158,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0600-N002,D1897,ILLAWONG RESERVE,KARANA DOWNS,MAINS POWER,1,152.8186246365305,-27.553437663427502,"{""coordinates"": [152.8186246365305, -27.553437663427502], ""type"": ""Point""}","-27.553437663427502, 152.8186246365305"
416,100289587,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2875-N003,D2259,MCKOY STREET PARK,COOPERS PLAINS,MAINS POWER,2,153.04392604972074,-27.57286126360961,"{""coordinates"": [153.04392604972074, -27.57286126360961], ""type"": ""Point""}","-27.57286126360961, 153.04392604972074"
417,100290095,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2008-N003,D0317,NIXON PARK,OXLEY,MAINS POWER,2,152.97804173542846,-27.552233286641776,"{""coordinates"": [152.97804173542846, -27.552233286641776], ""type"": ""Point""}","-27.552233286641776, 152.97804173542846"
418,100290201,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2860-N004,D2250,WHISTLER PLACE PARK,PALLARA,MAINS POWER,2,153.0172758062885,-27.607669106552308,"{""coordinates"": [153.0172758062885, -27.607669106552308], ""type"": ""Point""}","-27.607669106552308, 153.0172758062885"
419,100290204,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1408-N014,D0594,PORTER'S PADDOCK PARK,TINGALPA,BOTTLED GAS,2,153.11376712482775,-27.48233833753152,"{""coordinates"": [153.11376712482775, -27.48233833753152], ""type"": ""Point""}","-27.48233833753152, 153.11376712482775"
420,100290583,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1386-N020,D0464,ALBERT BISHOP PARK,NUNDAH,MAINS POWER,1,153.0675236022622,-27.407224309963393,"{""coordinates"": [153.0675236022622, -27.407224309963393], ""type"": ""Point""}","-27.407224309963393, 153.0675236022622"
421,200471405,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2176-N001,D1194,SPRINGFIELD CRESCENT PARK,PARKINSON,MAINS POWER,1,153.03175161671984,-27.632596304606135,"{""coordinates"": [153.03175161671984, -27.632596304606135], ""type"": ""Point""}","-27.632596304606135, 153.03175161671984"
422,200471798,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1620-N012,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,1,153.05185720807376,-27.58318986843294,"{""coordinates"": [153.05185720807376, -27.58318986843294], ""type"": ""Point""}","-27.58318986843294, 153.05185720807376"
423,200472683,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2008-N006,D0317,NIXON PARK,OXLEY,MAINS POWER,1,152.9791468232727,-27.551984437316516,"{""coordinates"": [152.9791468232727, -27.551984437316516], ""type"": ""Point""}","-27.551984437316516, 152.9791468232727"
424,200477825,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1623-N002,D0569,NORMA CROKER PARK,ACACIA RIDGE,MAINS POWER,1,153.0145349746278,-27.586229783597954,"{""coordinates"": [153.0145349746278, -27.586229783597954], ""type"": ""Point""}","-27.586229783597954, 153.0145349746278"
425,200478352,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1956-N006,D0194,CORBIE STREET PARK,ASHGROVE,MAINS POWER,1,152.99985485784268,-27.439396619818663,"{""coordinates"": [152.99985485784268, -27.439396619818663], ""type"": ""Point""}","-27.439396619818663, 152.99985485784268"
426,200479196,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1997-N004,D0235,STUDLEY PARK,WAVELL HEIGHTS,MAINS POWER,1,153.04360184470048,-27.390118706192226,"{""coordinates"": [153.04360184470048, -27.390118706192226], ""type"": ""Point""}","-27.390118706192226, 153.04360184470048"
427,200482251,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N015,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.0416637215637,-27.5369654369947,"{""coordinates"": [153.0416637215637, -27.5369654369947], ""type"": ""Point""}","-27.5369654369947, 153.0416637215637"
428,200482511,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.01691546270808,-27.57797971286094,"{""coordinates"": [153.01691546270808, -27.57797971286094], ""type"": ""Point""}","-27.57797971286094, 153.01691546270808"
429,200482788,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0394-N010,D1551,SVOBODA PARK,KURABY,MAINS POWER,1,153.09811864428403,-27.60516379322739,"{""coordinates"": [153.09811864428403, -27.60516379322739], ""type"": ""Point""}","-27.60516379322739, 153.09811864428403"
430,200484060,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0029-N003,D0956,BUNDABAH DRIVE PARK,CALAMVALE,MAINS POWER,1,153.0383222281938,-27.616806606781427,"{""coordinates"": [153.0383222281938, -27.616806606781427], ""type"": ""Point""}","-27.616806606781427, 153.0383222281938"
431,200488910,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0167-N001,D2009,MACQUARIE WAY PARK (NO.123),DREWVALE,MAINS POWER,1,153.0570969256562,-27.65297698390587,"{""coordinates"": [153.0570969256562, -27.65297698390587], ""type"": ""Point""}","-27.65297698390587, 153.0570969256562"
432,200488942,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1456-N003,D0386,MOOLABIN PARK,MOOROOKA,MAINS POWER,2,153.0256428681871,-27.528479495580797,"{""coordinates"": [153.0256428681871, -27.528479495580797], ""type"": ""Point""}","-27.528479495580797, 153.0256428681871"
433,200488957,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N018,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.03358020882055,-27.37816305330722,"{""coordinates"": [153.03358020882055, -27.37816305330722], ""type"": ""Point""}","-27.37816305330722, 153.03358020882055"
434,200488961,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0401-N003,D1544,RIVERVIEW FARM PARK,WESTLAKE,MAINS POWER,2,152.9041484520944,-27.54599067872568,"{""coordinates"": [152.9041484520944, -27.54599067872568], ""type"": ""Point""}","-27.54599067872568, 152.9041484520944"
435,200489064,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1692-N006,D0582,THRUSH STREET PARK,INALA,MAINS POWER,1,152.97783445699264,-27.59985116666248,"{""coordinates"": [152.97783445699264, -27.59985116666248], ""type"": ""Point""}","-27.59985116666248, 152.97783445699264"
436,200500491,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2640-N001,D0982,BISSET PLACE PARK,MCDOWALL,MAINS POWER,1,152.99159247263637,-27.384869781207776,"{""coordinates"": [152.99159247263637, -27.384869781207776], ""type"": ""Point""}","-27.384869781207776, 152.99159247263637"
437,200500750,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1987-N021,D0245,SHAW ESTATE PARK,WAVELL HEIGHTS,MAINS POWER,2,153.0473995740176,-27.402931860494522,"{""coordinates"": [153.0473995740176, -27.402931860494522], ""type"": ""Point""}","-27.402931860494522, 153.0473995740176"
438,200500841,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N002,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0727172084998,-27.317974402092595,"{""coordinates"": [153.0727172084998, -27.317974402092595], ""type"": ""Point""}","-27.317974402092595, 153.0727172084998"
439,200500844,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N012,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.08359721190067,-27.3222750090644,"{""coordinates"": [153.08359721190067, -27.3222750090644], ""type"": ""Point""}","-27.3222750090644, 153.08359721190067"
440,200500845,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N026,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.08414693173307,-27.3235201574131,"{""coordinates"": [153.08414693173307, -27.3235201574131], ""type"": ""Point""}","-27.3235201574131, 153.08414693173307"
441,200500848,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1875-N026,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,2,153.0842617623845,-27.323376580008034,"{""coordinates"": [153.0842617623845, -27.323376580008034], ""type"": ""Point""}","-27.323376580008034, 153.0842617623845"
442,200501073,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1685-N004,D0517,BAYSIDE PARK,MANLY,MAINS POWER,2,153.18700410620013,-27.45171364332267,"{""coordinates"": [153.18700410620013, -27.45171364332267], ""type"": ""Point""}","-27.45171364332267, 153.18700410620013"
443,200501719,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1370-N003,D0471,TOOWONG MEMORIAL PARK,TOOWONG,MAINS POWER,1,152.9922785377393,-27.480488021625398,"{""coordinates"": [152.9922785377393, -27.480488021625398], ""type"": ""Point""}","-27.480488021625398, 152.9922785377393"
444,200501761,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2218-N002,D1470,NORTHUMBRIA ROAD PARK,BOONDALL,MAINS POWER,1,153.0738749914378,-27.357236814505384,"{""coordinates"": [153.0738749914378, -27.357236814505384], ""type"": ""Point""}","-27.357236814505384, 153.0738749914378"
445,200501824,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1692-N006,D0582,THRUSH STREET PARK,INALA,MAINS POWER,1,152.97716051712015,-27.5998185553589,"{""coordinates"": [152.97716051712015, -27.5998185553589], ""type"": ""Point""}","-27.5998185553589, 152.97716051712015"
446,200501868,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2465-N009,D0804,BILL BROWN SPORTS RESERVE,FITZGIBBON,MAINS POWER,2,153.03581839638042,-27.339667889793656,"{""coordinates"": [153.03581839638042, -27.339667889793656], ""type"": ""Point""}","-27.339667889793656, 153.03581839638042"
447,200502692,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N011,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.0335762978792,-27.299584867461412,"{""coordinates"": [153.0335762978792, -27.299584867461412], ""type"": ""Point""}","-27.299584867461412, 153.0335762978792"
448,200507072,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N014,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.04065200440232,-27.53639113840882,"{""coordinates"": [153.04065200440232, -27.53639113840882], ""type"": ""Point""}","-27.53639113840882, 153.04065200440232"
449,200507075,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N014,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.04088393384538,-27.536271798305158,"{""coordinates"": [153.04088393384538, -27.536271798305158], ""type"": ""Point""}","-27.536271798305158, 153.04088393384538"
450,200508811,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1738-N004,D0160,WALTON BRIDGE RESERVE,THE GAP,MAINS POWER,1,152.95420583418866,-27.44494446202543,"{""coordinates"": [152.95420583418866, -27.44494446202543], ""type"": ""Point""}","-27.44494446202543, 152.95420583418866"
451,200524567,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N008,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03473119020154,-27.477594276341367,"{""coordinates"": [153.03473119020154, -27.477594276341367], ""type"": ""Point""}","-27.477594276341367, 153.03473119020154"
452,200542724,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.943388764413,-27.467623590213105,"{""coordinates"": [152.943388764413, -27.467623590213105], ""type"": ""Point""}","-27.467623590213105, 152.943388764413"
453,200542926,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.95841050796284,-27.466532397511443,"{""coordinates"": [152.95841050796284, -27.466532397511443], ""type"": ""Point""}","-27.466532397511443, 152.95841050796284"
454,100456842,BBQ – ELECTRIC SINGLE,BARBEQUE,B-RE-1810-N006,D0012,CAWONGA PARK,OXLEY,MAINS POWER,1,152.97566966525193,-27.554179398101457,"{""coordinates"": [152.97566966525193, -27.554179398101457], ""type"": ""Point""}","-27.554179398101457, 152.97566966525193"
455,100085058,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N008,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.03466234640698,-27.465082080713334,"{""coordinates"": [153.03466234640698, -27.465082080713334], ""type"": ""Point""}","-27.465082080713334, 153.03466234640698"
456,100085059,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N003,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.03650177591703,-27.465444232163037,"{""coordinates"": [153.03650177591703, -27.465444232163037], ""type"": ""Point""}","-27.465444232163037, 153.03650177591703"
457,100085485,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0312-N004,D2072,CALAMVALE DISTRICT PARK,CALAMVALE,MAINS POWER,2,153.03836268527564,-27.620869672067617,"{""coordinates"": [153.03836268527564, -27.620869672067617], ""type"": ""Point""}","-27.620869672067617, 153.03836268527564"
458,100085953,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2690-N003,D0919,AVONDALE PARK,SINNAMON PARK,MAINS POWER,1,152.94500495290404,-27.544717416358488,"{""coordinates"": [152.94500495290404, -27.544717416358488], ""type"": ""Point""}","-27.544717416358488, 152.94500495290404"
459,100107270,BBQ - GAS DOUBLE,BARBEQUE,B-RE-2285-N006,D1376,CHELSEA ROAD PARK (NOS.399-551),RANSOME,BOTTLED GAS,2,153.18653455702912,-27.485552382851225,"{""coordinates"": [153.18653455702912, -27.485552382851225], ""type"": ""Point""}","-27.485552382851225, 153.18653455702912"
460,100107612,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2724-N002,D2189,KURINGGAI PARK,FITZGIBBON,MAINS POWER,2,153.02686974210962,-27.34059282582628,"{""coordinates"": [153.02686974210962, -27.34059282582628], ""type"": ""Point""}","-27.34059282582628, 153.02686974210962"
461,100108591,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1807-N003,D0015,KEATING PARK,INDOOROOPILLY,MAINS POWER,1,152.9747001747316,-27.499809076344608,"{""coordinates"": [152.9747001747316, -27.499809076344608], ""type"": ""Point""}","-27.499809076344608, 152.9747001747316"
462,100108592,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1807-N003,D0015,KEATING PARK,INDOOROOPILLY,MAINS POWER,1,152.97492608179562,-27.49968092759358,"{""coordinates"": [152.97492608179562, -27.49968092759358], ""type"": ""Point""}","-27.49968092759358, 152.97492608179562"
463,100116115,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2592-N002,D1061,GEMSTONE CRESCENT PARK,ACACIA RIDGE,MAINS POWER,1,153.01670254045953,-27.591997616783246,"{""coordinates"": [153.01670254045953, -27.591997616783246], ""type"": ""Point""}","-27.591997616783246, 153.01670254045953"
464,100118993,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1929-N003,D0327,DUCIE STREET PARK,DARRA,MAINS POWER,1,152.94992399356283,-27.57175312789142,"{""coordinates"": [152.94992399356283, -27.57175312789142], ""type"": ""Point""}","-27.57175312789142, 152.94992399356283"
